Issuer_Name,Issuer_Location,Issuer_Sector,Interest_Rate,Credit_Rating,Credit_Rating_Numeric,ESG_Score,Market_Demand,Inflation_Rate,Government_Support,Project_Risk,Risk_Involved,Liquidity,Currency_Risk,Issuer_Reputation,Bond_Price
SOLAR UNITED NETWORK PTE LTD,Singapore,Corporate - Utilities,4.42302605,BB,5,71.3060619,53.99479733,1.728682782,3.088608992,8.620840858,High Risk,3.917277636,0.106944233,71.18450893,93.39937442
SOLARPACK SURIA SUNGAI PETANI SDN BHD,Malaysia,Corporate - Energy,1.486462943,BBB,4,91.61817698,86.229349,2.840252071,6.588554042,8.934434654,High Risk,5.892717612,4.720871818,75.54261825,98.24194809
SOLFACIL SECURITIZADORA DE CREDITOS FINANCE,Brazil,Financials - Financial services,4.891393651,BB,5,90.28244027,132.6390312,2.813674446,5.664436851,1.941526966,Low Risk,2.756858969,0.848567082,60.70581217,103.8882413
SOLIS,Italy,Corporate - Energy,2.016031063,AAA,1,61.21592794,120.1499101,1.184301134,4.717563094,1.304556366,Low Risk,1.752242924,0.047790931,77.58911142,104.3330045
SOLIS BOND CO DAC,Ireland,Corporate - Utilities,1.319530621,BB,5,61.30395355,95.93436556,3.266669954,4.958194726,9.756049686,High Risk,7.747216226,1.185658012,98.95766199,97.53248186
SOLO SOLE,Italy,Corporate - Energy,4.053643282,BBB,4,90.86526561,55.51015352,2.277704548,7.322379141,8.683239637,High Risk,9.467911723,1.175143936,53.67223455,97.32026908
SONOCO PRODUCTS CO,United States,Corporate - Materials,3.46418499,B,6,96.51992101,92.68947278,1.639772873,0.877729141,8.932361472,High Risk,1.004404179,2.110026254,64.19586998,94.77748407
"SONY BANK, INC",Japan,Financials - Banking,2.741880724,A,3,54.76804606,96.90249397,2.005806742,6.68180662,8.863763846,High Risk,1.555903244,4.601949158,62.14987964,97.75722373
SOSILA LOGISTICS REIT INC,Japan,Financials - Real estate,2.999135979,A,3,72.50293197,142.8555533,2.31521376,8.958121014,5.41686824,Medium Risk,9.600126573,4.395924589,62.42746554,106.3299322
SOTETSU HOLDINGS INC,Japan,Corporate - Consumer Discretionary,3.736408002,BB,5,66.87271395,114.1086104,2.179671596,0.57788197,6.464017367,Medium Risk,0.377842218,2.284472775,68.93531788,96.34968751
SOUTH CENTRAL CONNECTICUT REGIONAL WATER AUTHORITY,United States,Corporate - Utilities,1.528046336,AA,2,93.53442277,81.16529167,1.959215107,1.406533392,5.453628521,Medium Risk,9.776323366,2.054499525,90.90548924,99.10104433
SOUTH COAST BRITISH COLUMBIA TRANSPORTATION AUTHORITY,Canada,SSA - Quasi-sovereigns,4.983502622,A,3,54.17624573,102.5318264,2.014798412,7.166319367,0.512063492,Low Risk,0.046444831,2.775045432,95.6429345,102.6252041
SOUTH EASTERN POWER NETWORKS PLC,United Kingdom,Corporate - Utilities,4.88656923,B,6,60.55629713,56.60553078,1.029235731,4.372816482,7.455030854,High Risk,8.736686557,1.21727006,60.11075437,94.18627843
SOUTHERN CALIFORNIA GAS COMPANY,United States,Corporate - Utilities,3.426465589,BB,5,87.62341688,147.2568236,2.938198713,4.035486208,5.053320333,Medium Risk,3.07325181,0.26092496,77.1474969,103.5765105
SOUTHERN POWER CO,United States,Corporate - Utilities,1.397941029,BBB,4,52.56469245,86.00599019,2.12528096,1.369666345,6.477090748,Medium Risk,9.385888582,4.696120681,81.84494861,95.0699127
SOUTHWESTERN ELECTRIC POWER CO,United States,Corporate - Utilities,3.561027091,B,6,74.62676904,97.78673549,0.893239585,5.067700407,5.02639805,Medium Risk,3.169452886,0.933494924,76.09137372,99.29088866
SOUTHWESTERN PUBLIC SERVICE CO,United States,Corporate - Utilities,0.82489284,BB,5,72.10535173,85.52839742,2.798471305,1.265453112,4.918113223,Medium Risk,6.543063215,0.992003646,71.70381971,95.48450076
SOWITEC GROUP GMBH,Germany,Corporate - Energy,0.63793626,B,6,66.72005895,118.251173,3.297331935,4.766204563,1.717891095,Low Risk,0.800325698,2.362301644,59.59877529,98.87149375
SPAIN (THE KINGDOM OF),Spain,SSA - Sovereigns,1.659572998,A,3,69.72861577,116.2232158,3.341920698,7.63615299,2.787137151,Low Risk,2.423298115,2.458066724,74.41096796,102.8585615
SPARBANKEN SKANE AB,Sweden,Financials - Banking,2.581803305,BBB,4,76.49702935,121.5322311,1.607053197,2.582643579,1.588526919,Low Risk,7.736793465,0.092171049,70.06074139,102.5188042
SPARBANKEN VASTRA MALARDALEN,Sweden,Financials - Banking,4.407226274,BB,5,58.06836792,76.81432296,0.906550621,4.807861682,1.956662956,Low Risk,5.286858537,0.739773694,89.77816813,98.91561463
SPAREBANK 1 BOLIGKREDITT AS,Norway,Financials - Banking,3.772260814,AAA,1,78.59979391,81.56684812,2.05519888,9.920159694,9.729773804,High Risk,9.279690618,1.890774093,88.18021796,103.1020563
SPAREBANK 1 HALLINGDAL VALDRES,Norway,Financials - Consumer Finance,3.842179345,BBB,4,90.27161646,62.52512311,0.837827688,6.866504234,1.531134458,Low Risk,4.287514083,3.418653468,56.69993406,99.20510626
SPAREBANK 1 HELGELAND,Norway,Financials - Banking,2.414720005,AAA,1,88.00804649,115.5509972,3.301962256,8.413567713,2.692704243,Low Risk,8.698123658,1.142092284,54.42595263,106.132915
SPAREBANK 1 NORDMOERE,Norway,Financials - Banking,2.056707466,B,6,57.69499523,53.97971273,1.050738882,4.148476066,5.905896577,Medium Risk,4.489554375,2.115072231,95.40769716,93.92121602
SPAREBANK 1 NORD-NORGE,Norway,Financials - Banking,2.169674433,AA,2,57.46247349,109.7682336,1.25829758,7.678609231,6.101785762,Medium Risk,9.792482787,2.786725324,76.77541945,103.4736938
SPAREBANK 1 OSTFOLD AKERSHUS,Norway,Financials - Banking,4.944423037,BBB,4,63.40871839,136.9695885,1.719909581,0.405091729,1.539741297,Low Risk,9.598343814,4.442962473,92.89004686,102.2484534
SPAREBANK 1 Ã˜STLANDET,Norway,Financials - Banking,0.680491361,B,6,68.05373632,139.0832148,1.649493406,1.229111825,7.937174258,High Risk,3.291367056,1.630352512,52.90755603,97.90637949
SPAREBANK 1 RINGERIKE HADELAND,Norway,Financials - Banking,4.401641733,AAA,1,70.42277907,94.90377604,2.883988677,2.030705929,7.852028679,High Risk,8.859236704,0.667791329,76.32578083,99.32719934
SPAREBANK 1 SMN,Norway,Financials - Banking,3.104039339,A,3,83.98486084,95.93036882,1.868950462,4.019519246,2.373177042,Low Risk,8.476113742,2.446361129,76.97132573,101.4829189
SPAREBANK 1 SOROST-NORGE,Norway,Financials - Banking,2.473769386,A,3,52.83402161,57.6969183,1.01230478,8.457448783,2.886663027,Low Risk,2.106803973,3.733608008,93.03510163,98.63234021
SPAREBANK 1 SR-BANK ASA,Norway,Financials - Banking,3.763659472,AA,2,51.73363521,117.0765025,1.301629686,3.462660508,9.379878655,High Risk,6.242904008,0.549298785,54.88049991,99.8965423
SPAREBANKEN MORE,Finland,Financials - Banking,2.690010236,BBB,4,69.59552815,132.125942,2.027340156,6.546211935,8.25671446,High Risk,0.726823156,2.123417458,62.02227818,101.5780516
SPAREBANKEN OEST BOLIGKREDITT AS,Norway,Financials - Banking,4.430404571,BBB,4,84.85818461,74.46550546,0.942361752,7.093142948,6.977970331,Medium Risk,8.367107206,0.088925706,70.32691569,100.4097183
SPAREBANKEN SOER BOLIGKREDITT AS,Norway,Financials - Banking,4.553158388,BBB,4,59.67176715,92.13008816,2.334967027,5.861823541,0.822332215,Low Risk,1.745458835,0.167795908,93.29207377,101.0481648
SPAREBANKEN SOGN OG FJORDANE,Norway,Financials - Banking,2.397744171,B,6,82.07522406,133.8839337,2.19724192,3.572419682,4.182640809,Medium Risk,0.708147014,2.414766816,96.94416575,101.3887783
SPAREBANKEN SOR,Norway,Financials - Banking,1.745725088,AA,2,62.9914069,137.7120468,2.644106949,5.770533417,5.593018721,Medium Risk,4.002190955,1.490986491,99.63623098,104.6970121
SPAREBANKEN VEST,Norway,Financials - Banking,3.165576479,BBB,4,94.30430544,74.31799803,3.313113846,3.422655928,1.87411288,Low Risk,5.769221386,4.225536495,97.95967432,98.32200961
SPAREBANKEN VEST BOLIGKREDITT AS,Norway,Financials - Consumer Finance,4.605635055,B,6,94.78449721,105.0570635,3.236763683,0.838737386,4.482265821,Medium Risk,8.549169586,3.010771531,50.29708779,97.09559732
SPARKASSE HANNOVER,Germany,Financials - Banking,1.447979851,A,3,64.86436021,69.24931506,3.338226854,9.928039782,6.010258775,Medium Risk,9.742425255,2.269664809,52.38541707,99.24070237
SPCG PCL,Thailand,Corporate - Utilities,3.303349626,AAA,1,61.4996877,60.18787641,1.234146791,1.271824536,3.273766801,Medium Risk,4.394925126,2.039676855,57.38034096,95.69794712
SPDB FINANCIAL LEASING CO LTD,China (mainland),Financials - Commercial Finance,3.34202099,B,6,70.5651986,141.1120501,0.89469592,0.723483838,7.80944819,High Risk,0.60446923,2.486227401,67.44310484,98.50872853
SPECIALFASTIGHETER SVERIGE AB,Sweden,SSA - Agencies,3.799008601,A,3,62.02657926,132.0507504,1.406830101,8.785307492,8.404495816,High Risk,7.49115579,0.202194156,91.49590155,105.9739192
SR-BOLIGKREDITT AS,Norway,Financials - Financial services,1.092054583,A,3,83.61919216,126.0034902,3.185255518,3.018346609,3.236094694,Medium Risk,5.651732562,4.463966782,94.63280977,102.0462372
SRI TRANG GLOVES THAILAND PCL,Thailand,Corporate - Industrials,3.721212341,AAA,1,91.30323423,54.87663188,3.416160424,6.502969741,8.386571545,High Risk,4.478913448,4.991515779,59.34172031,96.61778552
SSANGYONG C&E CO LTD,Korea,Corporate - Materials,4.590646343,A,3,83.65460655,134.3728793,3.077974853,3.290057297,1.035765661,Low Risk,3.092688788,0.907435624,80.98320758,104.2770692
SSB BOLIGKREDITT AS,Norway,Financials - Banking,1.30857399,AA,2,91.21752236,93.80440759,0.830053163,3.914542708,8.377290986,High Risk,5.023985278,0.601914824,95.86809925,101.0388696
SSE PLC,United Kingdom,Corporate - Utilities,1.568944962,AAA,1,69.84960811,84.23951233,3.342283994,2.62112972,1.527504317,Low Risk,3.386796045,0.717887317,73.1865868,99.03244504
STADSHYPOTEK AB,Sweden,Financials - Banking,4.871277923,A,3,57.81584854,104.6476361,1.770074082,3.430440058,0.829271525,Low Risk,7.570118677,3.305135291,55.1771786,100.5047568
STANDARD BANK GROUP LTD,South Africa,Financials - Banking,1.314396287,BB,5,86.89754737,59.13532427,0.527930872,4.107004006,6.417754044,Medium Risk,5.438936965,3.307204192,72.8906825,95.43891872
STANDARD BANK NAMIBIA LTD,Namibia,Financials - Banking,4.34473292,B,6,68.02372526,125.6646549,1.827181222,7.204160691,4.719373658,Medium Risk,8.768477742,4.239620811,68.78974511,102.4289075
STANGASTADEN AB,Sweden,Financials - Real estate,2.715250354,A,3,83.56354126,108.2435077,0.638207509,5.115361942,9.078906004,High Risk,5.435439146,3.759131942,78.8828998,100.9953465
STAR ENERGY GEOTHERMAL DARAJAT II / STAR ENERGY GEOTHERMAL SALAK,Bermuda,Corporate - Utilities,1.612539835,AA,2,63.5321971,68.65900969,2.131633763,9.435652172,3.631891961,Medium Risk,2.382624133,2.248448367,71.93293422,100.2094056
STAR ENERGY GEOTHERMAL WAYANG WINDU LTD,Virgin Islands,Corporate - Utilities,4.418374556,BBB,4,54.06148174,68.82321998,1.515662082,0.418803938,2.871522634,Low Risk,8.510918822,3.064276808,50.86729634,94.15237959
STARTS PROCEED INVESTMENT CORP,Japan,Financials - Real estate,2.503873648,A,3,99.62908977,68.42486516,1.920304801,5.030683226,5.007349061,Medium Risk,5.572190449,3.441423352,99.69988667,99.40393219
STATE GRID EUROPE DEVELOPMENT 2014 PLC,United Kingdom,Corporate - Utilities,2.816678093,BBB,4,57.8100754,55.70023876,2.339511082,5.842247888,4.559461858,Medium Risk,2.068410381,2.563682351,77.17701189,95.2292054
STATE OF CONNECTICUT,United States,SSA - Quasi-sovereigns,2.116550162,BB,5,99.4210497,108.7798449,3.106403287,9.201969861,3.444280462,Medium Risk,6.2350781,2.378254922,73.68153777,103.8191645
STATE OF THE NETHERLANDS (THE),Netherlands,SSA - Sovereigns,3.168278831,A,3,98.86399663,134.0348178,2.485704729,0.491585236,6.937412987,Medium Risk,3.577167649,3.225487228,97.73086858,101.529307
STATKRAFT AS,Norway,Corporate - Utilities,1.235857427,AAA,1,89.6909052,51.7498214,1.802146605,5.734995849,7.595618339,High Risk,8.444056123,2.787372745,57.79301838,97.47868326
STATNETT SF,Norway,Corporate - Utilities,2.259866915,BBB,4,82.9711481,54.9004645,2.958283561,8.536299285,8.52983969,High Risk,4.532997386,3.219711527,59.46188013,96.04073216
STAVMAT EPITOANYAG KERESKEDELMI ZRT,Hungary,Corporate - Materials,4.862355451,BB,5,78.89035251,107.2770277,3.216746413,2.419277281,9.728566047,High Risk,7.264413581,3.06427387,90.40073745,97.60412624
STEDIN HOLDING N.V.,Netherlands,Corporate - Utilities,1.661600447,AAA,1,93.30507727,131.9495685,0.859279899,8.762923485,2.666561921,Low Risk,0.955362076,3.595982803,63.041554,107.5715957
STELLANTIS NV,Netherlands,Corporate - Consumer Discretionary,3.45531499,AAA,1,64.47197608,82.67388906,2.095798933,0.190434093,7.160934825,High Risk,3.960243463,3.214017544,89.96135531,96.31127761
STEM INC,United States,Corporate - Energy,1.963355289,AAA,1,73.38406062,84.96143988,1.353535879,7.324546291,3.942582355,Medium Risk,9.832414365,2.598712432,63.57667415,102.5662577
STENA METALL FINANS AB,Sweden,Corporate - Industrials,3.980629066,AAA,1,80.96949847,109.6346497,0.641183594,9.331132212,6.77081972,Medium Risk,8.084602895,3.408984056,51.65938151,105.3168075
STOCKHOLM EXERGI HOLDING AB,Sweden,Corporate - Utilities,1.088931473,A,3,70.55952379,77.42128891,2.505640085,6.571976616,4.759816903,Medium Risk,1.599408024,2.247409826,75.85073619,98.39519084
STOCKHOLMS KOOPERATIVA BOSTADSFORENING KOOPERATIV HYRESRATTSFORENING,Sweden,Financials - Real estate,4.864194703,B,6,71.3743227,52.66083661,3.088312332,4.39029244,9.937731028,High Risk,2.777640495,1.20835613,59.83432171,91.73225211
STORA ENSO OYJ,Finland,Corporate - Materials,2.542052936,A,3,66.51423338,123.5228518,0.988707963,0.448810165,7.289021358,High Risk,3.298158089,0.007091101,87.89231465,99.99802455
STOREBRAND BOLIGKREDITT AS,Norway,Financials - Consumer Finance,1.562227085,A,3,78.21159083,112.5649913,2.937240973,9.201138133,9.524913004,High Risk,6.503655605,2.799820736,82.05998166,102.75481
STOREBRAND LIVSFORSIKRING AS,Norway,Financials - Insurance,0.830735363,BB,5,92.5287264,108.0755999,3.060187201,4.702962227,8.349695495,High Risk,7.569947595,2.953276133,96.1801334,99.80446949
STORM BV,Netherlands,Corporate - Materials,1.263910573,BB,5,60.0764189,124.1684129,3.243021328,0.289967443,9.029010112,High Risk,7.495266088,4.860244824,89.14941786,96.21225293
SUEZ,France,Corporate - Utilities,2.838982769,B,6,96.72165194,117.5230838,1.295855267,6.898210713,8.144191972,High Risk,5.098740563,1.80739167,59.03879774,101.5225826
SUMITOMO CORPORATION,Japan,Corporate - Industrials,2.016514294,BB,5,84.45438269,70.58819882,3.211859196,4.818372536,4.591591304,Medium Risk,8.108205378,1.970666214,90.00791183,97.48458628
SUMITOMO FORESTRY CO LTD,Japan,Corporate - Materials,4.229975146,AA,2,91.16366063,85.24810469,1.461988264,1.243453174,2.517884533,Low Risk,4.370780828,1.008997907,82.08685224,99.9567704
SUMITOMO METAL MINING CO. LTD,Japan,Corporate - Materials,2.438993856,B,6,77.80953463,62.61101417,2.15701404,2.142718093,3.703201755,Medium Risk,1.238805653,0.352671476,83.44758209,94.19905931
SUMITOMO MITSUI AUTO SERVICE CO LTD,Japan,Financials - Consumer Finance,1.619214227,BB,5,88.97583507,62.98570134,0.651522412,0.644906805,0.202362326,Low Risk,5.644418417,3.864022464,91.6131443,96.12129025
SUMITOMO MITSUI BANKING CORPORATION,Japan,Financials - Banking,3.27715244,B,6,50.81001987,117.6195746,0.631643265,5.742935397,5.239931675,Medium Risk,9.523013846,1.248405322,78.69120346,101.3942203
SUMITOMO MITSUI FINANCE & LEASING CO LTD,Japan,Financials - Commercial Finance,3.680497476,A,3,90.91902124,135.8600107,2.661119638,6.220294793,5.050578003,Medium Risk,7.929936514,3.044524305,73.30017572,105.3340431
"SUMITOMO MITSUI FINANCIAL GROUP, INC.",Japan,Financials - Banking,1.251688586,A,3,52.00694295,146.2732584,1.833439934,5.057422984,5.252504648,Medium Risk,5.787006477,3.438865178,81.83205177,103.5946333
SUMITOMO MITSUI TRUST BANK LIMITED,Japan,Financials - Financial services,1.254286473,B,6,94.49566882,112.8347118,1.268877126,8.17102133,9.74031225,High Risk,6.468056603,2.356183436,64.89787145,101.307316
SUMITOMO MITSUI TRUST PANASONIC FINANCE CO LTD,Japan,Financials - Commercial Finance,0.665021421,AA,2,99.59813736,68.41013234,1.071240488,8.610088213,9.114540035,High Risk,9.30562027,4.381760565,59.12985655,100.1467022
SUMITOMO REALTY & DEVELOPMENT CO LTD,Japan,Financials - Real estate,3.813809068,AA,2,64.70337311,60.56503454,2.509860473,6.156243967,1.617127783,Low Risk,4.283427944,2.218974205,80.8293919,98.87782413
SUMITOMO WAREHOUSE CO LTD/THE,Japan,Corporate - Industrials,3.487120374,B,6,60.51592781,131.2850972,0.501204632,0.127564797,3.688825216,Medium Risk,3.313941389,1.424543115,61.69241845,98.74029397
SUMMIT INDUSTRIAL INCOME REIT,Canada,Financials - Real estate,2.635838941,BB,5,88.26816819,107.8756476,2.917673508,6.952296557,4.239561795,Medium Risk,9.77241565,4.480077615,53.99575547,101.2231445
SUNDELL ESTATE NYRT,Hungary,Financials - Real estate,4.29876702,BBB,4,62.65131705,111.8285021,0.737748818,4.179992169,3.605329179,Medium Risk,8.634431335,4.307821421,50.02770923,100.5289449
SUNNDAL SPAREBANK,Norway,Financials - Banking,4.125515688,AA,2,93.27811916,128.1462089,1.074468845,5.655574832,7.984959636,High Risk,3.230435846,0.820199735,80.41597007,104.946545
SUNNHORDLAND KRAFTLAG AS,Norway,Corporate - Utilities,3.13409464,AAA,1,55.14212961,120.3277228,1.658709186,6.49080602,5.240376699,Medium Risk,4.637805974,0.129805092,68.10743917,104.0392347
SUNNOVA ENERGY CORP,United States,Corporate - Energy,4.407220762,A,3,56.29775982,133.4458253,1.954576219,3.502366143,5.72099817,Medium Risk,4.15078129,0.449927782,87.61554853,102.6153078
SUSTAINABLE CAPITAL PLC,United Kingdom,Financials - Financial services,1.426285445,B,6,98.95757776,55.62139055,1.564985347,9.170985052,8.53013559,High Risk,1.490956787,1.432736993,68.75881992,96.76551199
SUZANO AUSTRIA GMBH,Austria,Corporate - Materials,1.003638287,AAA,1,83.69194491,124.7520637,1.462136495,1.339748667,8.059281534,High Risk,9.578193238,4.861299009,74.30017241,101.3221841
SUZHOU SND GROUP CO LTD,China (mainland),Financials - Real estate,1.713873252,B,6,92.34436122,135.0852757,3.391748036,6.715118073,1.322115228,Low Risk,4.043124312,2.792580766,70.35424864,103.6947925
SVEASKOG AB,Sweden,Corporate - Materials,0.756890852,A,3,66.21646887,78.61350425,2.424739044,0.0435958,7.139145841,High Risk,8.753290826,1.86630866,82.52873956,94.99789321
SVENSK FASTIGHETSFINANSIERING AB,Sweden,Financials - Consumer Finance,2.890262876,A,3,83.82418748,114.0447274,0.570298866,9.246511054,4.354361289,Medium Risk,1.893562277,4.443580473,67.8069581,104.4848494
SVENSKA CELLULOSA AKTIEBOLAGET SCA (PUBL),Sweden,Corporate - Materials,4.714725615,AA,2,79.71209137,81.41620638,1.790527725,1.125041332,2.946489031,Low Risk,5.478708106,2.265681657,98.1883825,99.16247959
SVENSKA HANDELSBANKEN AB,Sweden,Financials - Banking,0.677045933,AA,2,80.15750601,145.7971066,3.125026099,0.948842301,0.500188209,Low Risk,0.239613851,1.576193142,96.80734933,103.7774875
SVERIGES SAKERSTALLDA OBLIGATIONER AB,Sweden,Financials - Consumer Finance,1.049494613,AAA,1,84.12662298,53.34235724,1.404368559,3.330076331,4.872495603,Medium Risk,7.642204838,4.706097644,92.40139513,97.35302632
SWEDAVIA AB,Sweden,Corporate - Industrials,2.534895627,B,6,78.76795866,107.9792844,0.783669034,3.73566286,3.554366807,Medium Risk,5.809138982,4.247588331,96.01501353,100.1380609
SWEDBANK AB,Sweden,Financials - Banking,4.702437579,A,3,71.45311847,66.6503547,2.775154315,2.143000723,2.515130397,Low Risk,6.255895835,4.218341877,72.45698442,96.00544525
SWEDEN GOVERNMENT INTERNATIONAL BOND,Sweden,SSA - Sovereigns,1.922702472,AAA,1,63.79613472,121.2220205,2.318041496,5.851216609,6.946717296,Medium Risk,0.517208826,2.561423715,76.82151984,102.1785
SWEIHAN PV POWER CO PJSC,United Arab Emirates,Corporate - Energy,2.782556639,BBB,4,88.42906655,67.58902834,2.210937523,4.42914098,7.694853873,High Risk,2.110383302,3.947191994,87.10462963,95.91944972
SWIRE PROPERTIES MTN FINANCING LTD,China (Hong Kong),Financials - Real estate,0.687077866,AAA,1,61.3136215,73.53832619,0.660729679,0.34175589,2.44789519,Low Risk,0.743308724,0.896766796,84.80729625,97.00728874
